"Producto","Producto_Instancia","Nombre","Nombre_Instancia","Repositorio","Componentes_Relacionados","Topic","Librería","Versionada","Tiene Replica","Flujo_IC","Tipo Componente","Tipo Servicio","Tecnología","País","Ubicación","IP Nodos PRD","Nombre Servidor","IP NAT","Listener ","IP F5 PRD","Puerto","Prioridad Migración","Fecha Modificación","Modificado Por"
"OtrosApp","OtrosApp","VentaColaboradores","VentaColaboradores","GMG-ControlVentas_BD","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","Vlan2","10.1.2.146/10.1.2.147","","","CONFIGCRI","","","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","BandejaSalida","BandejaSalida","GMG-BandejaSalida_DB","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","BandejaSalida_Hst","BandejaSalida_Hst","GMG-BandejaSalida_DB","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Iban_CRI","Iban_CRI","GMG-Iban-Service_Db_CRI","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Iban_GTM","Iban_GTM","GMG-Iban-Service-BD_GTM","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Iban_HND","Iban_HND","GMG-Iban-Service-Db_HND","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Iban_NIC","Iban_NIC","GMG-Iban-Service-BD_NIC","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Iban_SLV","Iban_SLV","GMG-Iban-Service-BD_SLV","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Identidad_CRI","Identidad_CRI","GMG-Identidad-Service-Db_CRI","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Identidad_GTM","Identidad_GTM","GMG-Identidad-Service-Db_GTM","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Identidad_HND","Identidad_HND","GMG-Identidad-Service-Db_HND","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Identidad_NIC","Identidad_NIC","GMG-Identidad-Service-Db_NIC","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Identidad_SLV","Identidad_SLV","GMG-Identidad-Service-Db_SLV","","","","","","","Base Datos","","","","","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Monedero_CRI","Monedero_CRI","GMG-Monedero-Service_Db_CRI","","","","","","","Base Datos","","","CRI","Vlan2","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Monedero_GTM","Monedero_GTM","GMG-Monedero-Service-Db_GTM","","","","","","","Base Datos","","","GTM","Vlan2","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Monedero_HND","Monedero_HND","GMG-Monedero-Service-Db_HND","","","","","","","Base Datos","","","HND","Vlan2","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Monedero_NIC","Monedero_NIC","GMG-Monedero-Service_Db_NIC","","","","","","","Base Datos","","","NIC","Vlan2","","","","PAGOSREG","","1450","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Monedero_SLV","Monedero_SLV","GMG-Monedero-Service-Db_SLV","","","","","","","Base Datos","","","SLV","Vlan2","","","","PAGOSREG","","1450","","12/12/2025",""
"CONSULTACOMERCIAL","CONSULTACOMERCIAL","AsistenteCurriculum","AsistenteCurriculum","Gmg_AsistenteCurriculum_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU21)","REG","","10.1.20.55","REG01DB021","","NULL","","","","",""
"Corredora_Seguros ","Corredora_Seguros ","Corredora_CRI","Corredora_CRI","GMG-Corredora_CRI_BD","","master","","Si","","","Base Datos","","","","","","","","","","","","",""
"Por_Definir","Por_Definir","AplicacionSAPCOC","AplicacionSAPCOC","Gmg_AplicacionSAPCOC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.1.118","REG01DB005-BD SAR","","10.1.1.118\CENREG","","","","",""
"Por_Definir","Por_Definir","Mensaje_REG","Mensaje_REG","Gmg_Mensaje_REG_DB","","master","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU27)","REG","","10.1.0.78","NODO 1 SERVIDOR MENSAJERIA REGIONAL","","MENSAJEREG,59355","","","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","Notificacion_REG","Notificacion_REG","GMG-Notificacion_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU27)","REG","","10.1.0.78","Nodo 1 Notificación","","NOTIFICACIONREG,50101","","","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","Gmg_Adquirente_CRI","Gmg_Adquirente_CRI","GMG-Adquirente-CRI_DB","","Master","","","","","Base Datos","","","CRI","","","","","GMGADQUIRENTE ","","56765","","30/12/2025","Jose Quirós"
"Corredora_Seguros ","Corredora_Seguros ","Corredora_SLV","Corredora_SLV","GMG-Corredora_SLV_BD","","master","","Si","","","Base Datos","","","","","","","","","","","","",""
"ODS-SAPV CONSOLIDADO","ODS-SAPV CONSOLIDADO","beh_hn","beh_hn","Gmg_beh_hn_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.1.25","SRCRD1DB013-BASE DE DATOS RIESGOS","","NULL","","","","",""
"ODS-SAPV CONSOLIDADO","ODS-SAPV CONSOLIDADO","beh_ni","beh_ni","Gmg_beh_ni_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.1.25","SRCRD1DB013-BASE DE DATOS RIESGOS","","NULL","","","","",""
"ODS-SAPV CONSOLIDADO","ODS-SAPV CONSOLIDADO","BEH_SLV","BEH_SLV","Gmg_BEH_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","REG","","10.1.1.119","COBROS_PCC2-BASE DE DATOS CREDITO Y COBRO PCC","","NULL","","","","",""
"RapiWeb","RapiWeb_NIC","BandejaSalida_NIC","BandejaSalida_NIC","Gmg_BandejaSalida_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG",""," 10.1.2.147","SERVIDOR NODO 1 PARA PAGOSREG","","PORTALREG \ CONFIGCRI \ CONFIGREG PAGOSREG,1450","","","","",""
"RapiWeb","RAPIWEB_CRI","BandejaSalida_CRI","BandejaSalida_CRI","Gmg_BandejaSalida_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.1.2.195","CRI01DB023-BD RAPIWEB CR","","RAPIWEBCRI \ FAECRI \ RAPIBAC","","","","",""
"PortalServicios","PortalServicios","GMG-PortalServicios.Administracion","GMG-PortalServicios.Administracion","Gmg_GMG-PortalServicios.Administracion_DB","GMG-PortalServicios-Administracion_APP","master","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.0.144","REG01DB057 SERVIDOR SERVICIOS REGIONALES NODO 1","","PORTALSERV,1622","","","","25/2/2026","Jose Pablo Quesada"
"PortalServicios","PortalServicios","GMG-PortalServicios.Guia","GMG-PortalServicios.Guia","Gmg_GMG-PortalServicios.Guia_DB","GMG-PortalServicios-Guia_APP","master","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.0.144","REG01DB057 SERVIDOR SERVICIOS REGIONALES NODO 1","","PORTALSERV,1622","","","","25/2/2026","Jose Pablo Quesada"
"PortalServicios","PortalServicios","GMG-PortalServicios.Ticket","GMG-PortalServicios.Ticket","Gmg_GMG-PortalServicios.Ticket_DB","GMG-PortalServicios-Ticket_APP","master","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.0.144","REG01DB057 SERVIDOR SERVICIOS REGIONALES NODO 1","","PORTALSERV,1622","","","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","AI_AsistenteSac_TarjetaMonge","AI_AsistenteSac_TarjetaMonge","Gmg_AI_AsistenteSac_TarjetaMonge_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU21)","REG","","10.1.20.55","REG01DB021","","NULL","","","","",""
"Por_Definir","Por_Definir","AplicacionesSAP_Actual","AplicacionesSAP_Actual","Gmg_AplicacionesSAP_Actual_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.159","SERVIDOR DE CONFIGURACION DE ALERTAS Y MONITOREOS EN DISCO DE BASE DE DATOS","","NULL","","","","",""
"Seguros","Seguros","Seguros","Seguros","Gmg_Seguros_DB","","master","","Si","","Si","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"Seguros","Seguros","Seguros_NIC","Seguros_NIC","Gmg_Seguros_NIC_DB","","master","","Si","","Si","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.3.96","SERVIDOR WAFI-FASTTRACK NODO 2","","GEDIREG \ BURO","","","","",""
"Seguros","Seguros","Seguros_SLV","Seguros_SLV","Gmg_Seguros_SLV_DB","","master","","Si","","Si","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.3.96","SERVIDOR WAFI-FASTTRACK NODO 2","","GEDIREG \ BURO","","","","",""
"SERVICIOS REGIONALES","SERVICIOS REGIONALES","BDIndicadoresESA","BDIndicadoresESA","Gmg_BDIndicadoresESA_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.3.232","SRCRD1DB027\RPTESA-SERVIDOR ODS SLV","","10.1.3.232\RPTESA","","","","",""
"Rapigarantias","Rapigarantias","Extragarantia_CRI","Extragarantia_CRI","","","","","","","","Base Datos","","","CRI","Vlan2","rapiwebcri","","","","","","","12/12/2025",""
"Rapigarantias","Rapigarantias","Extragarantia_GTM","Extragarantia_GTM","","","","","","","","Base Datos","","","GTM","Vlan2","rapiwebgtm","","","","","","","12/12/2025",""
"Rapigarantias","Rapigarantias","Extragarantia_NIC","Extragarantia_NIC","","","","","","","","Base Datos","","","NIC","Vlan2","rapiwebnic","","","","","","","12/12/2025",""
"Rapigarantias","Rapigarantias","Extragarantia_SLV","Extragarantia_SLV","","","","","","","","Base Datos","","","SLV","Vlan2","rapiwebslv","","","","","","","12/12/2025",""
"SAPV CONSOLIDADO","SAPV CONSOLIDADO","beh_sv","beh_sv","Gmg_beh_sv_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.1.25","SRCRD1DB013-BASE DE DATOS RIESGOS","","NULL","","","","",""
"Seguros","Seguros","Seguro_GTM","Seguro_GTM","GMG-Seguros-GTM_BD","","master","","Si","","Si","Base Datos","","","GTM","","","","","","","","","",""
"SHAREPOINT","SHAREPOINT","Bio","Bio","Gmg_Bio_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","NIC","","10.1.3.149","SERVIDOR CONSULTA COMERCIAL Y CONSULTA PERSONAS NIC NIC01DB009","","NULL","","","","",""
"SINPE","SINPE","AplicacionesSAP","AplicacionesSAP","Gmg_AplicacionesSAP_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.1.118","REG01DB005-BD SAR","","10.1.1.118\CENREG","","","","",""
"SINPE","SINPE","BandejaSalida_CRI","BandejaSalida_CRI","Gmg_BandejaSalida_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.1.2.142","CRI01DB017-BD RW ALWAYS ON","","RAPIWEBCRI \ FAECRI \ RAPIBAC","","","","",""
"SINPE","SINPE","AFPDM-DRP","AFPDM-DRP","Gmg_AFPDM-DRP_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU24)","REG","","10.1.20.61","SERVIDOR CORE DE CAPTACIÓN TEMENOS","","NULL","","","","",""
"SINPE","SINPE","AI_Asistente","AI_Asistente","Gmg_AI_Asistente_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU21)","REG","","10.1.20.55","REG01DB021","","NULL","","","","",""
"SINPE","SINPE","AI_AsistenteSac_Configuracion","AI_AsistenteSac_Configuracion","Gmg_AI_AsistenteSac_Configuracion_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU21)","REG","","10.1.20.55","REG01DB021","","NULL","","","","",""
"SINPE","SINPE","AIAuditor_Operation","AIAuditor_Operation","Gmg_AIAuditor_Operation_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU21)","REG","","10.1.20.55","REG01DB021","","NULL","","","","",""
"SINPE","SINPE","AIPlatform_SearchService","AIPlatform_SearchService","Gmg_AIPlatform_SearchService_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU21)","REG","","10.1.20.55","REG01DB021","","NULL","","","","",""
"","","BioPlugInESA","BioPlugInESA","Gmg_BioPlugInESA_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"","","BioPlugInGUA","BioPlugInGUA","Gmg_BioPlugInGUA_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"","","BioPlugInNIC","BioPlugInNIC","Gmg_BioPlugInNIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"","","Blaze_GTM","Blaze_GTM","Gmg_Blaze_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2022 (RTM)","REG","","10.1.22.34","REG01DB087-NODO 1 GEDIGTM","","GEDIGTM, 50500","","","","",""
"","","BlazeRegional","BlazeRegional","Gmg_BlazeRegional_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","BTTConfiguracion","BTTConfiguracion","Gmg_BTTConfiguracion_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.53","REG01DB050-BTT BASE DE DATOS Y ETL SERVICE","","10.1.2.53\MSSQL2016","","","","",""
"","","BTTData_CRI","BTTData_CRI","Gmg_BTTData_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.53","REG01DB050-BTT BASE DE DATOS Y ETL SERVICE","","10.1.2.53\MSSQL2016","","","","",""
"","","BTTData_HND","BTTData_HND","Gmg_BTTData_HND_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.53","REG01DB050-BTT BASE DE DATOS Y ETL SERVICE","","10.1.2.53\MSSQL2016","","","","",""
"","","BTTData_NIC","BTTData_NIC","Gmg_BTTData_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.53","REG01DB050-BTT BASE DE DATOS Y ETL SERVICE","","10.1.2.53\MSSQL2016","","","","",""
"","","BTTData_SLV","BTTData_SLV","Gmg_BTTData_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.53","REG01DB050-BTT BASE DE DATOS Y ETL SERVICE","","10.1.2.53\MSSQL2016","","","","",""
"","","Buro_GTM","Buro_GTM","Gmg_Buro_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2022 (RTM)","REG","","10.1.22.34","REG01DB087-NODO 1 GEDIGTM","","GEDIGTM, 50500","","","","",""
"","","BuroH_GTM","BuroH_GTM","Gmg_BuroH_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2022 (RTM)","REG","","10.1.22.34","REG01DB087-NODO 1 GEDIGTM","","GEDIGTM, 50500","","","","",""
"","","BuroRegional","BuroRegional","Gmg_BuroRegional_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","BuroRegional_H","BuroRegional_H","Gmg_BuroRegional_H_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
"","","ChatCenter","ChatCenter","Gmg_ChatCenter_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.0.78","REG01DB002-BASE DATOS SINPE NODO1","","MONEREG\CHATCENTER","","","","",""
"","","ChatCenter_Configuration","ChatCenter_Configuration","Gmg_ChatCenter_Configuration_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.0.78","REG01DB002-BASE DATOS SINPE NODO1","","MONEREG\CHATCENTER","","","","",""
"","","Chatcenter_Historico","Chatcenter_Historico","Gmg_Chatcenter_Historico_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.0.78","REG01DB002-BASE DATOS SINPE NODO1","","MONEREG\CHATCENTER","","","","",""
"","","Cobranza_CRI","Cobranza_CRI","Gmg_Cobranza_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.0.78","REG01DB002-BASE DATOS SINPE NODO1","","MONEREG\CHATCENTER","","","","",""
"","","Cobranza_GTM","Cobranza_GTM","Gmg_Cobranza_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.0.78","REG01DB002-BASE DATOS SINPE NODO1","","MONEREG\CHATCENTER","","","","",""
"","","Cobranza_HND","Cobranza_HND","Gmg_Cobranza_HND_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.0.78","REG01DB002-BASE DATOS SINPE NODO1","","MONEREG\CHATCENTER","","","","",""
"","","Cobranza_NIC","Cobranza_NIC","Gmg_Cobranza_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.0.78","REG01DB002-BASE DATOS SINPE NODO1","","MONEREG\CHATCENTER","","","","",""
"SINPE","SINPE","AplicacionesSAP","AplicacionesSAP","Gmg_AplicacionesSAP_DB","","","","","","","Base Datos","","Microsoft SQL Server 2008 (RTM)","PER","","10.60.2.101","SRPED2SQL001- GENESYS PERÚ","","NULL","","","","",""
"STAGESIGNO NIC","STAGESIGNO NIC","ADMIN_CONECTIVIDAD","ADMIN_CONECTIVIDAD","Gmg_ADMIN_CONECTIVIDAD_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","172.16.21.17","CRI01DB015-SERVIDOR BD DE GBSYS","","NULL","","","","",""
"","","Comision_CRI","Comision_CRI","Gmg_Comision_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","REG","","10.1.20.31","REG01DB067-NODO 1 COMISIONES REGIONALES","","ComisionCRI,55777","","","","",""
"","","Comision_GTM","Comision_GTM","Gmg_Comision_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","REG","","10.1.20.31","NODO 1 SERVIDOR  COMISIONGTM,55681","","ComisionGTM,55681","","","","",""
"","","Comision_HND","Comision_HND","Gmg_Comision_HND_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","REG","","10.1.20.31","NODO 1 SERVIDOR  COMISIONHND,55678","","ComisionHND,55778","","","","",""
"","","Comision_NIC","Comision_NIC","Gmg_Comision_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","REG","","10.1.20.31","NODO 1 SERVIDOR  COMISIONNIC,55679","","comisionNIC,55679","","","","",""
"","","Comision_SLV","Comision_SLV","Gmg_Comision_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2019 (RTM-CU30)","REG","","10.1.20.31","NODO 1 SERVIDOR COMISIONSLV,55780","","comisionSLV,55780","","","","",""
"","","Configuraciones","Configuraciones","Gmg_Configuraciones_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.53","REG01DB050-BTT BASE DE DATOS Y ETL SERVICE","","10.1.2.53\MSSQL2016","","","","",""
"","","Configuraciones_CN","Configuraciones_CN","Gmg_Configuraciones_CN_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.53","REG01DB050-BTT BASE DE DATOS Y ETL SERVICE","","10.1.2.53\MSSQL2016","","","","",""
"","","Configuration","Configuration","Gmg_Configuration_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","NIC","","10.1.3.104","NIC01DB006-BASE DE DATOS RAPIWEB NICARAGUA PRINCIPAL","","SAPVNIC","","","","",""
"","","Configuration_CRI","Configuration_CRI","Gmg_Configuration_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.146","REG01DB025-BD CONFIGURACIÓN RW N1","","PORTALREG \ CONFIGCRI \ CONFIGREG PAGOSREG,1450","","","","",""
"","","Configuration_GTM","Configuration_GTM","Gmg_Configuration_GTM_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.1.1.208","GTM01DB008-NODO 1 RAPIWEB GT","","RAPIWEBGTM \ FAEGTM \ CONFIGTM \ PORTALGTM","","","","",""
"","","Configuration_HND","Configuration_HND","Gmg_Configuration_HND_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","HND","","10.1.20.40","HND01DB005-NODO 1 RAPIWEB HND","","RAPIWEBHND,55752","","","","",""
"","","Configuration_NIC","Configuration_NIC","Gmg_Configuration_NIC_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.20.27","NODO PRIMARIO RAPIWEBNIC","","RAPIWEBNIC,1280/PORTALNIC,1280","","","","",""
"","","Configuration_SLV","Configuration_SLV","Gmg_Configuration_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.20.21","NODO PRIMARIO RAPIWEBSLV","","RAPIWEBSLV,2021 / CONFIGSLV,2021","","","","",""
"","","Consolidacion_CRI","Consolidacion_CRI","Gmg_Consolidacion_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","CRI","","10.1.2.142","CRI01DB017-BD RW ALWAYS ON","","RAPIWEBCRI \ FAECRI \ RAPIBAC","","","","",""
"","","ConsultaPrecios","ConsultaPrecios","Gmg_ConsultaPrecios_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.0.78","REG01DB002-BASE DATOS SINPE NODO1","","MONEREG\CHATCENTER","","","","",""
"","","ConsultaPrecios","ConsultaPrecios","Gmg_ConsultaPrecios_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG",""," 10.1.2.147","SERVIDOR NODO 1 PARA PAGOSREG","","PORTALREG \ CONFIGCRI \ CONFIGREG PAGOSREG,1450","","","","",""
"","","Corredora_CRI","Corredora_CRI","Gmg_Corredora_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2022 (RTM-CU14)","REG","","10.1.22.30","Nodo 1 de Corredora de  Seguros","","CORRESEGUROS,59454","","","","",""
"","","Corredora_SLV","Corredora_SLV","Gmg_Corredora_SLV_DB","","","","","","","Base Datos","","Microsoft SQL Server 2022 (RTM-CU17)","REG","","10.1.22.30","Nodo 1 de Corredora de seguros SLV","","CORRESEGUROSSLV,51142","","","","",""
"","","Creditos","Creditos","Gmg_Creditos_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.2.53","REG01DB050-BTT BASE DE DATOS Y ETL SERVICE","","10.1.2.53\MSSQL2016","","","","",""
"","","DBARespaldos","DBARespaldos","Gmg_DBARespaldos_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.201","SLV01DB002\SAPVSLV-BASE DE DATOS SAPV EL SALVADOR","","10.1.1.201\SAPVSLV","","","","",""
"","","DBLOGIN","DBLOGIN","Gmg_DBLOGIN_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","GTM","","10.5.0.52","GTM01DB006\CREGTM-SERVIDOR GENESYS GTM","","10.5.0.52CREGTM","","","","",""
"","","DBLOGIN","DBLOGIN","Gmg_DBLOGIN_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.110","10.1.1.110\SAPVNIC-SERVIDOR BASE DE DATOS SAPV NICARAGUA","","10.1.1.110\SAPVNIC","","","","",""
"","","DBLOGIN","DBLOGIN","Gmg_DBLOGIN_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","NIC","","10.1.1.94","NIC01DB001\CRENIC-SERVIDOR GENESYS NICARAGUA","","10.1.1.94\CRENIC","","","","",""
"","","DBLOGIN","DBLOGIN","Gmg_DBLOGIN_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.96","SLV01DB001\CRESLV-GENESYS EL SALVADOR","","10.1.1.96\CRESLV","","","","",""
"","","DBLOGIN","DBLOGIN","Gmg_DBLOGIN_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","SLV","","10.1.1.201","SLV01DB002\SAPVSLV-BASE DE DATOS SAPV EL SALVADOR","","10.1.1.201\SAPVSLV","","","","",""
"","","DesembolsoEfectivo_CRI","DesembolsoEfectivo_CRI","Gmg_DesembolsoEfectivo_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2016 (SP3-CU1-GDR)","REG","","10.1.0.78","REG01DB002-BASE DATOS SINPE NODO1","","MONEREG\CHATCENTER","","","","",""
"","","Documento_CRI","Documento_CRI","Gmg_Documento_CRI_DB","","","","","","","Base Datos","","Microsoft SQL Server 2017 (RTM-CU31-GDR)","REG","","10.1.3.95","REG01DB045-SERVIDOR WAFI-FASTTRACK NODO 1 ","","GEDIREG \ BURO","","","","",""
