"Producto","Producto_Instancia","Nombre","Nombre_Instancia","Repositorio","Componentes_Relacionados","Topic","Librería","Versionada","Tiene Replica","Flujo_IC","Tipo Componente","Tipo Servicio","Tecnología","País","Ubicación","IP Nodos PRD","Nombre Servidor","IP NAT","Listener ","IP F5 PRD","Puerto","Prioridad Migración","Fecha Modificación","Modificado Por"
"Genesys","Genesys","Gmg.Genesys.Services.Devolucion","Gmg.Genesys.Services.Devolucion_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Escenario","Gmg.Genesys.Services.Escenario_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Etiquetas","Gmg.Genesys.Services.Etiquetas_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Facturacion","Gmg.Genesys.Services.Facturacion_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.FacturacionElectronica","Gmg.Genesys.Services.FacturacionElectronica_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.6.1","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.GeneradorArchivos","Gmg.Genesys.Services.GeneradorArchivos_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","DMZ","172.16.20.58/172.16.20.59","REG01WB062/REG01WB063","N/A","","10.1.1.154","4002","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Operacion","Gmg.Genesys.Services.Operacion_REG","GMG-GenesysOperacion_APP","","","V-REL_APP-GenesysOperaciones-Service_REG-PRD","","","","Backend","WCF","v4.5.2","REG","Vlan2","10.1.1.46/10.1.1.47/10.1.1.48/10.1.1.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Originacion","Gmg.Genesys.Services.Originacion_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.PagosMasivos","Gmg.Genesys.Services.PagosMasivos_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","DMZ","172.16.20.58/172.16.20.59","REG01WB062/REG01WB063","N/A","","10.1.1.154","4003","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Preanalisis","Gmg.Genesys.Services.Preanalisis_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.ProductoFinanciero","Gmg.Genesys.Services.ProductoFinanciero_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.ProductoFinanciero","Gmg.Genesys.Services.ProductoFinanciero_GTM","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","GTM","VLan2","10.1.2.248/10.1.2.249","GTM01WS003/GTM01WS004","","","10.1.2.253","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.SaldoDeudor","Gmg.Genesys.Services.SaldoDeudor_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Genesys","Genesys","Gmg.Genesys.Services.Seguros","Gmg.Genesys.Services.Seguros_REG","GMG-Genesys_WEB","","","","","","","Backend","WCF","v4.5.2","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","81","","26/2/2026","Nestor Hernandez"
"Inteligencia_Artificial","Inteligencia_Artificial","Gmg.CP.CM.AgentesIA.Service","Gmg.CP.CM.AgentesIA.Service_REG","GMG-CP.CM-AgentesIA_APP","","","","","","","Backend","","","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","","","10.1.1.235","7110","","30/12/2025","Jose Quirós"
"Middleware","Middleware","Gmg.Middleware.Configuracion.Service","Gmg.Middleware.Configuracion.Service_REG","GMG-Middleware-Configuracion_APP","","","V-REL_APP-Middleware-ConfiguracionService_PRD","","","","Backend","Rest API","Core 3.1","REG","DMZ","172.16.20.25/172.16.20.26","REG01WS028/REG01WS033","N/A","","172.16.20.24","1031","2","12/12/2025",""
"MongePay","MongePay","Gmg.FlexiCuotas.Recaudo_SLV","Gmg.FlexiCuotas.Recaudo_SLV_SLV","GMG-FlexiCuotas-Recaudo-SLV_APP","","master","V-REL_APP-FlexiCuotas-Recaudo-SLV_PRD","","","","Backend","Rest API","Net6","SLV","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8098","","12/12/2025",""
"MongePay","MongePay","Gmg.FlexiCuotas.Solicitud_SLV","Gmg.FlexiCuotas.Solicitud_SLV_SLV","GMG-FlexiCuotas-Solicitud-SLV_APP","","","V-REL_APP-FlexiCuotas-Solicitud-SLV_PRD","","","","Backend","Rest API","Net6","SLV","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8095","","12/12/2025",""
"MongePay","MongePay","Gmg.FlexiPagos.Facade","Gmg.FlexiPagos.Facade_HND","GMG-FlexiPagos-Facade-HND_APP","","","V-REL_APP-FlexiPagos-Facade-HND-PRD","","","","Backend","Rest API","Net6","HND","DMZ","172.16.20.62/172.16.20.63","REG01WB036/REG01WB037","N/A","","172.16.20.64","8102","","12/12/2025",""
"MongePay","MongePay","Gmg.FlexiPagos.Recaudo","Gmg.FlexiPagos.Recaudo_HND","GMG-FlexiPagos-Recaudo-HND_APP","","","V-REL_APP-FlexiPagos-Recaudo-HND-PRD","","","","Backend","Rest API","Net6","HND","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8097","","12/12/2025",""
"MongePay","MongePay","Gmg.FlexiPagos.Recaudo","Gmg.FlexiPagos.Recaudo_NIC","GMG-FlexiPagos-Recaudo-NIC_APP","","","V-REL_APP-FlexiPagos-Recaudo-NIC-PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8093","","12/12/2025",""
"MongePay","MongePay","Gmg.FlexiPagos.Solicitud","Gmg.FlexiPagos.Solicitud_HND","GMG-FlexiPagos-Solicitud-HND_APP","","","V-REL_APP-FlexiPagos-Solicitud-HND-PRD","","","","Backend","Rest API","Net6","HND","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8096","","12/12/2025",""
"MongePay","MongePay","Gmg.FlexiPagos.Solicitud","Gmg.FlexiPagos.Solicitud_NIC","GMG-FlexiPagos-Solicitud-NIC_APP","","","V-REL_APP-FlexiPagos-Solicitud-NIC-PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8092","","12/12/2025",""
"MongePay","MongePay","Gmg.GalloPay.BackOffice.Service","Gmg.GalloPay.BackOffice.Service_HND","GMG-GalloPay-BackOffice-Service_App","","","V-REL_APP-GalloPay-BackOfficeService_HND-PRD","","","","Backend","Rest API","Net6","HND","VLan2","10.1.3.145/10.1.3.146","REG01WB030/REG01WB031","","","10.1.3.144","8092","","12/12/2025",""
"MongePay","MongePay","Gmg.GalloPay.Facade","Gmg.GalloPay.Facade_HND","GMG-GalloPay-Facade_APP","","","V-REL_APP-GalloPay-Facade-PRD","","","","Backend","Rest API","Net6","HND","DMZ","172.16.20.62/172.16.20.63","REG01WB036/REG01WB037","N/A","","172.16.20.64","8096","","12/12/2025",""
"MongePay","MongePay","Gmg.GalloPay.Recaudo","Gmg.GalloPay.Recaudo_HND","GMG-GalloPay-Recaudo_APP","","","No Hay - No se llevo a Prd","","","","Backend","Rest API","Net6","HND","VLan2","10.1.2.181 /10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","","","12/12/2025",""
"MongePay","MongePay","Gmg.GalloPay.Solicitud","Gmg.GalloPay.Solicitud_HND","GMG-GalloPay-Solicitud_APP","","","V-REL_APP-GalloPay-Solicitud-PRD","","","","Backend","Rest API","Net6","HND","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8090","","12/12/2025",""
"MongePay","MongePay","Gmg.GalloPay.Solicitud","Gmg.GalloPay.Solicitud_NIC","GMG-GalloPay-Solicitud-NIC_APP","","","V-REL_APP-GalloPay-Solicitud_NIC-PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8091","","12/12/2025",""
"MongePay","MongePay","Gmg.MongePay.BackOffice.Service","Gmg.MongePay.BackOffice.Service_CRI","GMG-MongePay-BackOffice-Service_App","","","V-REL_APP-MongePay-BackOfficeService-PRD","","","","Backend","Rest API","Core 3.1","CRI","VLan2","10.1.3.145/10.1.3.146","REG01WB030/REG01WB031","","","10.1.3.144","8084","","12/12/2025",""
"MongePay","MongePay","Gmg.MongePay.Facade","Gmg.MongePay.Facade_NIC","GMG-MongePay-Facade-NIC_APP","","","V-REL_APP-MongePay-Facade-NIC-PRD","","","","Backend","Rest API","Net6","NIC","DMZ","172.16.20.62/172.16.20.63","REG01WB036/REG01WB037","N/A","","172.16.20.64","8121","","12/12/2025",""
"MongePay","MongePay","Gmg.MongePay.Recaudo","Gmg.MongePay.Recaudo_NIC","GMG-MongePay-Recaudo-NIC_APP","","","V-REL_APP-MongePay-Recaudo-NIC-PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8111","","12/12/2025",""
"MongePay","MongePay","Gmg.MongePay.Reporting","Gmg.MongePay.Reporting_CRI","GMG-MongePay-Reporting_APP","","","V_REL-APP-MongePay-Reporting_Service-PRD","","","","Backend","Rest API","Net6","CRI","VLan2","10.1.3.145/10.1.3.146","REG01WB030/REG01WB031","","","10.1.3.144","8090","","12/12/2025",""
"MongePay","MongePay","Gmg.MongePay.Solicitud","Gmg.MongePay.Solicitud_CRI","GMG-MongePay-Solicitud_APP","","","V-REL_APP-MongePay-Solicitud-PRD","","","","Backend","Rest API","Core 3.1","CRI","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8087","","12/12/2025",""
"MongePay","MongePay","Gmg.MongePay.Solicitud","Gmg.MongePay.Solicitud_NIC","GMG-MongePay-Solicitud-NIC_APP","","","V-REL_APP-MongePay-Solicitud-NIC-PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.181/10.1.2.182","REG01WS036/REG01WS037","","","10.1.2.180","8110","","12/12/2025",""
"MongePay","MongePay","Gmg.FlexiPagos.Facade","Gmg.FlexiPagos.Facade_GTM","GMG-FlexiPagos-Facade-GT_APP","","","","","","","Backend","","","GTM","DMZ","172.16.20.62/172.16.20.63","REG01WB036/REG01WB037","N/A","","172.16.20.64","8104","","12/12/2025",""
"OtrosApp","OtrosApp","Gmg.Prospectacion.Admin.Service","Gmg.Prospectacion.Admin.Service_REG","GMG-ProspectacionAdministracion_APP","","","V-REL_APP-PROSPECTACION-Administracion-PRD","","","","Backend","Rest API","Core 3.1","REG","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","8560","","12/12/2025",""
"OtrosApp","OtrosApp","Gmg.Prospectacion.Service ","Gmg.Prospectacion.Service _REG","GMG-Prospectacion_APP","","","V-REL_APP-PROSPECTACION-Service-PRD","","","","Backend","Rest API","Core 3.1","REG","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","8556","","12/12/2025",""
"OtrosApp","OtrosApp","Gmg.Sap.Service","Gmg.Sap.Service_REG","GMG_SAP_APP","","","","","","","Backend","Rest API","NET 10","REG","","","","","","","","En proceso proyecto Inventario CEDI","12/12/2025",""
"OtrosApp","OtrosApp","GMG.Segment.Service","GMG.Segment.Service_REG","GMG-Segment_App","","","V-REL_APP-Segment-Service-PRD","","","","Backend","Rest API","Core 3.1","REG","DMZ","172.16.20.25/172.16.20.26","REG01WS028/REG01WS033","N/A","","172.16.20.24","1029","","12/12/2025",""
"OtrosApp","OtrosApp","Gmg.Service.VentaColaboradores","Gmg.Service.VentaColaboradores_REG","GMG-ControlVentas_APP","","master","V-REL_APP-VentaColaboradores_PRD-REG","","","","Backend","Rest API","Core 3.1","REG","Vlan2","10.1.3.19/10.1.3.20","REG01WS031/REG01WS032","172.16.20.144","","10.1.3.18","84","","12/12/2025",""
"OtrosApp","OtrosApp","GMG.Survey.Service","GMG.Survey.Service_REG","GMG-Survey_App","","","V-REL_APP-Survey-Service-PRD","","","","Backend","Rest API","Core 3.1","REG","DMZ","172.16.20.25/172.16.20.26","REG01WS028/REG01WS033","N/A","","172.16.20.24","1028","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.BandejaSalida","Gmg.BandejaSalida_REG","GMG-BandejaSalida_APP","","","V-REL_APP-BandejaSalida_REG-PRD","","","","Backend","Rest API","Core 2.1","REG","DMZ","172.16.22.11/172.16.22.12","CRI01WS003/CRI01WS004","N/A","","172.16.22.13","8082","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.ConsultaPrecios.Service","Gmg.ConsultaPrecios.Service_REG","GMG-ConsultaPrecios_Service","","","V-REL_APP-ConsultaPrecios-Service-PRD-REG","","","","Backend","Rest Api","3..0","REG","VLan2","10.1.3.145/10.1.3.146","REG01WB030/REG01WB031","","","10.1.3.144","8088","","25/2/2026","Jose Pablo Quesada"
"PAGOS_REG","PAGOS_REG","Gmg.Genesys.Services.Monedero","Gmg.Genesys.Services.Monedero_REG","GMG-Genesys_Monedero-Service_App","","","V-REL_APP-GenesyMonedero-REG_PRD","","","","Backend","Rest API","Core 2.2","REG","VLan2","10.1.3.145/10.1.3.146","REG01WB030/REG01WB031","","","10.1.3.144","8085","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.Iban.Service","Gmg.Iban.Service_REG","GMG-Iban-Service_App","","","V-REL_APP-IBANService-REG_PRD","","","","Backend","Rest API","Core 3.1","REG","VLan2","10.1.3.145/10.1.3.146","REG01WB030/REG01WB031","","","10.1.3.144","8082","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.Identidad.Service","Gmg.Identidad.Service_REG","GMG-Identidad-Service_App","","","V-REL_APP-IdentidadService_PRD","","","","Backend","Rest API","Core 3.1","REG","VLan2","10.1.3.145/10.1.3.146","REG01WB030/REG01WB031","","","10.1.3.144","8081","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.Monedero.Catalogo.Service","Gmg.Monedero.Catalogo.Service_REG","GMG-MonederoCatalogo-Service_APP","","","V-REL_APP-MonederoCatalogoService_REG-PRD","","","","Backend","Rest API","Core 3.1","REG","VLan2","10.1.3.145/10.1.3.146","REG01WB030/REG01WB031","","","10.1.3.144","8086","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.Monedero.Service","Gmg.Monedero.Service_REG","GMG-Monedero-Service_App","","","V-REL_APP-MonederoService-REG_PRD","","","","Backend","Rest API","Core 2.1","REG","VLan2","10.1.3.145/10.1.3.146","REG01WB030/REG01WB031","","","10.1.3.144","8083","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.BandejaSalida.Core.Service","Gmg.BandejaSalida.Core.Service_CRI","","","","","","","","Backend","","","CRI","VLan2","10.1.2.227/10.1.2.228","REG01WS020/REG01WS021","","","10.1.1.143","90","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.BandejaSalida.PagosMasivos","Gmg.BandejaSalida.PagosMasivos_","","","","","","","","Backend","","","","DMZ","172.16.22.11/172.16.22.12","CRI01WS003/CRI01WS004","N/A","","172.16.22.13","8085","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.BandejaSalida.Service.BandejaSalida","Gmg.BandejaSalida.Service.BandejaSalida_CRI","","","","","","","","Backend","","","CRI","VLan2","10.1.2.227/10.1.2.228","REG01WS020/REG01WS021","","","10.1.1.143","85","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.BandejaSalida.Service.Util","Gmg.BandejaSalida.Service.Util_CRI","","","","","","","","Backend","","","CRI","VLan2","10.1.2.227/10.1.2.228","REG01WS020/REG01WS021","","","10.1.1.143","85","","12/12/2025",""
"PAGOS_REG","PAGOS_REG","Gmg.ProcesadorMensajes.Service.Procesador","Gmg.ProcesadorMensajes.Service.Procesador_CRI","","","","","","","","Backend","","","CRI","VLan2","10.1.2.227/10.1.2.228","REG01WS020/REG01WS021","","","10.1.1.143","86","","12/12/2025",""
"Por_Definir","Por_Definir","Gmg.ContactabilidadDWH.Service","Gmg.ContactabilidadDWH.Service_REG","GMG-ContactabilidadDWHService_APP","","master","V-REL_APP-ContactabilidadDWH-PRD","","","","Backend","Rest Api","Net6","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","","","10.1.1.235","8064","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","GMG.CP.CM.Middleware","GMG.CP.CM.Middleware_REG","GMG-CP.CM.Middleware_APP","","master","V-REL_APP-WhatsApp-MiddlewareService-PRD","","","","Backend","Rest Api","6.0","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","",""," 10.1.1.235","82","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","GMG.CP.CM.Middleware.Worker.MensajeShortUrl","GMG.CP.CM.Middleware.Worker.MensajeShortUrl_REG","GMG-CP.CM.Middleware_APP","","master","V-REL_APP-WhatsApp-MiddlewareService-PRD","","","","Backend","Rest Api","6.0","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","","","10.1.1.235","89","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","GMG.CP.CM.Middleware.Worker.Recibir","GMG.CP.CM.Middleware.Worker.Recibir_REG","GMG-CP.CM.Middleware_APP","","master","V-REL_APP-WhatsApp-MiddlewareService-PRD","","","","Backend","Rest Api","6.0","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","","","10.1.1.235","83","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","GMG.CP.CM.Whatsapp","GMG.CP.CM.Whatsapp_REG","GMG.CP.CM.Whatsapp_APP","","master","V-REL_APP-WhatsApp-Service-PRD","","","","Backend","Rest Api","6.0","REG","DMZ","172.16.20.22/172.16.20.23","REG01WB001/REG01WB002","N/A",""," 172.16.20.21","85","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","GMG.CP.CM.Worker.CargaMensaje","GMG.CP.CM.Worker.CargaMensaje_REG","GMG-CP.CM.Worker_CargaMensaje_APP","","master","V-REL_APP-WhatsApp-CargaMensajeWorker-PRD","","","","Backend","Rest Api","6.0","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","","","10.1.1.235","88","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","GMG.CP.CM.Worker.EnviaMensaje","GMG.CP.CM.Worker.EnviaMensaje_REG","GMG.CP.CM.Worker_EnviaMensaje_APP","","master","V-REL_APP-WhatsApp-EnviaMensajeWorker-PRD","","","","Backend","Rest Api","6.0","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","","","10.1.1.235","84","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","GMG.CP.CM.Worker.NotificarStatus","GMG.CP.CM.Worker.NotificarStatus_REG","GMG-CP.CM.Worker_NotificarStatus_APP","","master","V-REL_APP-WhatsApp-NotificaStatusWorker-PRD","","","","Backend","Rest Api","6.0","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","","","10.1.1.235","86","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","Gmg.Notificacion.Service","Gmg.Notificacion.Service_REG","GMG-Notificacion-Service_APP","","master","V-REL_APP-NotificacionService-PRD","","","","Backend","Rest Api","6.0","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","","","10.1.1.235","92","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","Gmg.NotificacionCatalogo.Service","Gmg.NotificacionCatalogo.Service_REG","GMG-NotificacionCatalogo-Service_APP","","master","V-REL_APP-NotificacionCatalogoService-PRD","","","","Backend","Rest Api","6.0","REG","Vlan2","10.1.1.236/10.1.10.30","REG01WS041/REG01WS042","","","10.1.1.235","93","","25/2/2026","Jose Pablo Quesada"
"Por_Definir","Por_Definir","Gmg.Common.Services.WebHost","Gmg.Common.Services.WebHost_REG","","","","","","","","Backend","","","REG","Vlan2","10.1.1.136/10.1.1.138","REG01AP002/REG01AP001","","","10.1.1.132","80","","12/12/2025",""
"Por_Definir","Por_Definir","GMG.Email.Service","GMG.Email.Service_SLV","","","","","","","","Backend","","","SLV","Vlan2","10.1.1.41/10.1.1.42","SLV01AP007/SLV01AP008","","","10.1.1.40","80/ 443","","12/12/2025",""
"Por_Definir","Por_Definir","GMG.Email.Service","GMG.Email.Service_CRI","","","","","","","","Backend","","","CRI","Vlan2","10.1.1.51","CRI01AP019","","","10.1.1.50","80/ 443","","12/12/2025",""
"Por_Definir","Por_Definir","GMG.Email.Service","GMG.Email.Service_NIC","","","","","","","","Backend","","","NIC","VLan2","10.1.3.171/10.1.3.172","NIC01AP010/NIC01AP009","","","10.1.1.130","80/ 443","","12/12/2025",""
"Por_Definir","Por_Definir","Gmg.Etl.WebService","Gmg.Etl.WebService_SLV","","","","","","","","Backend","","","SLV","Vlan2","10.1.1.136/10.1.1.138","REG01AP002/REG01AP001","","","10.1.1.132","80","","12/12/2025",""
"Por_Definir","Por_Definir","Gmg.Fingerprint.Service.IdentityService","Gmg.Fingerprint.Service.IdentityService_REG","","","","","","","","Backend","","","REG","VLan2","10.1.10.46/10.1.10.47/10.1.10.48/10.1.10.49","REG01WS018/REG01WS019/REG01WS053/REG01WS054","","","10.1.1.154","82","","12/12/2025",""
"Por_Definir","Por_Definir","Gmg.Adquirente.BackEnd.Service_CRI","Gmg.Adquirente.BackEnd.Service_CRI_CRI","GMG-Adquirente-BackEnd-CRI_APP","","Master","","","","","backend","","","CRI","VLan2","10.1.2.101/10.1.2.102","REG01AP082/REG01AP083","","","10.1.2.104","6110","","30/12/2025","Jose Quirós"
"Rapigarantias","Rapigarantias","Gmg.Eg.Cotizacion.Service","Gmg.Eg.Cotizacion.Service_NIC","GMG-ExtraGarantia-Cotizacion-NIC_APP","","master","V-REL_APP-Extragarantia-CoreCotizacion-NIC_PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.85/10.1.2.86","NIC01WS001/NIC01WS002","","","10.1.2.84","","","12/12/2025",""
