Numero;Producto ;ServicioID;InstanciaId;Repositorio;Componentes_Relacionados;Topic;Libreria;Tipo_Componente;Versionada;Tiene_Replica;Flujo_IC;Tipo Servicio;Tecnologia;Pais; ;IP_Nodos_PRD;NombreServidor;IP_NAT;IP_F5_PRD;Puerto;Prioridad_Migracion;FechaModificacion;Modificado Por
163;FastTrack;Gmg.Documentos;Gmg.Documentos_REG;GMG-Documento_APP;;;REL_APP-Documento-PRD;FrontEnd;;;;Rest API;Core 3.1;REG;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;8090;2;12/12/2025;
165;Rapigarantias;Gmg.Eg.Erp.Service;Gmg.Eg.Erp.Service_;;;;;Backend;;;;;;;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;5112;;12/12/2025;
203;FastTrack;Gmg.FastTrack.Catalogos.Service;Gmg.FastTrack.Catalogos.Service_REG;GMG-FastTrackCatalogo-Service_App;;;REL_APP-FastTrack-Catalogos-PRD;Backend;;;;Rest API;Core 2.1;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;8179;1;12/12/2025;
359;FastTrack;Gmg.Liveness.Check.FrontEnd;Gmg.Liveness.Check.FrontEnd_REG;GMG-Face-LivenessCheckFrontEnd_APP;;;REL_APP-Liveness-CheckFrontEnd-PRD;FrontEnd;;;;Frontend;Core 3.1;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;8290;2;12/12/2025;
366;Middleware;Gmg.Middleware.Catalogo.Service;Gmg.Middleware.Catalogo.Service_REG;GMG-Middleware-Catalogo_APP;;;V-REL_APP-Middleware-CatalogoService_PRD;Backend;;;;Rest API;Net6;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1030;3;12/12/2025;
367;Middleware;Gmg.Middleware.Cliente.Service;Gmg.Middleware.Cliente.Service_REG;GMG-Middleware-Cliente_APP;;;V-REL_APP-Middleware-ClienteService_PRD;Backend;;;;Rest API;Core 3.1;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1026;2;12/12/2025;
368;Middleware;Gmg.Middleware.Configuracion.Service;Gmg.Middleware.Configuracion.Service_REG;GMG-Middleware-Configuracion_APP;;;V-REL_APP-Middleware-ConfiguracionService_PRD;Backend;;;;Rest API;Core 3.1;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1031;2;12/12/2025;
369;Middleware;Gmg.Middleware.Cotizacion.Service;Gmg.Middleware.Cotizacion.Service_REG;GMG-Middleware-Cotizacion_APP;;;V-REL_APP-Middleware-CotizacionService_PRD;Backend;;;;Rest API;Net6;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1020;3;12/12/2025;
370;Middleware;Gmg.Middleware.Documento.Service;Gmg.Middleware.Documento.Service_REG;GMG-Middleware-Documento_APP;;;V-REL_APP-Middleware-DocumentoService_PRD;Backend;;;;Rest API;Core 3.1;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1027;2;12/12/2025;
371;Middleware;Gmg.Middleware.Factura.Service;Gmg.Middleware.Factura.Service_REG;GMG-Middleware-Factura_APP;;;V-REL_APP-Middleware-FacturaService_PRD;Backend;;;;Rest API;Net6;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1021;3;12/12/2025;
372;Middleware;Gmg.Middleware.Inventario.Service;Gmg.Middleware.Inventario.Service_REG;GMG-Middleware-Inventario_APP;;;V-REL_APP-Middleware-InventarioService_PRD;Backend;;;;Rest API;Net6;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1019;3;12/12/2025;
373;Middleware;Gmg.Middleware.Notificacion.Service;Gmg.Middleware.Notificacion.Service_REG;GMG-Middleware-Notificacion_APP;;;V-REL_APP-Middleware-NotificacionService_PRD;Backend;;;;Rest API;Net6;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1024;3;12/12/2025;
374;Middleware;Gmg.Middleware.Originacion.Service;Gmg.Middleware.Originacion.Service_REG;GMG-Middleware-Originacion_APP;;;V-REL_APP-Middleware-OriginacionService_PRD;Backend;;;;Rest API;Net6;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1025;3;12/12/2025;
375;Middleware;Gmg.Middleware.Procesador.Service;Gmg.Middleware.Procesador.Service_REG;GMG-Middleware-Procesador_APP;;;V-REL_APP-Middleware-ProcesadorService_PRD;Backend;;;;Rest API;Net6;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;NA;172.16.20.24;1022;3;12/12/2025;
407;FastTrack;Gmg.Persona.CIC.Service;Gmg.Persona.CIC.Service_REG;GMG-Persona_APP;;;NA;Backend;;;;Rest API;Core 3.1;REG;Vlan2;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;8790;2;12/12/2025;
408;FastTrack;Gmg.Persona.OTP.Service;Gmg.Persona.OTP.Service_REG;GMG-Persona_APP;;;REL_APP-Persona-OTP_Service-PRD;Backend;;;;Rest API;Core 2.1;REG;DMZ;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;8180;1;12/12/2025;
409;FastTrack_GTM;Gmg.Persona.SIC;Gmg.Persona.SIC_GTM;GMG-Persona_APP;;;;FrontEnd;;;;;;GTM;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;; 172.16.20.24;9790;;12/12/2025;
431;Rapigarantias;Gmg.RapiGarantia.Core.Erp.Service;Gmg.RapiGarantia.Core.Erp.Service_REG;Backend;;;;Backend;;;;Rest API;;REG;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;1013;;12/12/2025;
460;RapiWeb_CRI;Gmg.Rapiweb.Core.CallAsync.Service;Gmg.Rapiweb.Core.CallAsync.Service_;;;;;FrontEnd;;;;;;;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;1014;;12/12/2025;
461;RapiWeb_GTM;Gmg.Rapiweb.Core.CallAsync.Service_GTM;Gmg.Rapiweb.Core.CallAsync.Service_GTM_GTM;;;;;FrontEnd;;;;;;GTM;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;2111;;12/12/2025;
462;RapiWeb_NIC;Gmg.Rapiweb.Core.CallAsync.Service_NIC;Gmg.Rapiweb.Core.CallAsync.Service_NIC_NIC;GMG-RapiwebCallAsync_APP;;;;FrontEnd;;;;;;NIC;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;5111;;12/12/2025;
463;RapiWeb_SLV;Gmg.Rapiweb.Core.CallAsync.Service_SLV;Gmg.Rapiweb.Core.CallAsync.Service_SLV_SLV;;;;;FrontEnd;;;;;;SLV;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;3111;;12/12/2025;
499;RapiWeb_CRI;Gmg.RapiWeb.Service.Core.Erp;Gmg.RapiWeb.Service.Core.Erp_REG;;;;;FrontEnd;;;;;;REG;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;1011;;12/12/2025;
529;Por_Definir2;Gmg.Rpa.Middleware.Service;Gmg.Rpa.Middleware.Service_;GMG-RPA-Middleware-CRI_APP;;;;FrontEnd;;;;;;;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;1032;;12/12/2025;
632;Por_Definir2;Gmg.Seguros.Operaciones;Gmg.Seguros.Operaciones_HND;GMG-SegurosOperacion_APP;;;;FrontEnd;;;;;;HND;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;; 172.16.20.24;8083;;12/12/2025;
633;Por_Definir2;Gmg.Seguros.Operacion_NIC;Gmg.Seguros.Operacion_NIC_NIC;;;;;FrontEnd;;;;;;NIC;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;5110;;12/12/2025;
634;Por_Definir2;Gmg.Seguros.Operaciones.Service.Core;Gmg.Seguros.Operaciones.Service.Core_;GMG-SegurosOperacion_APP;;;;FrontEnd;;;;;;;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;; 172.16.20.24;8083;;12/12/2025;
635;Por_Definir2;Gmg.Seguros.Operacion_NIC;Gmg.Seguros.Operacion_NIC_NIC;;;;;FrontEnd;;;;;;NIC;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;5110;;12/12/2025;
643;Por_Definir2;Gmg.Service.Core.Pagos;Gmg.Service.Core.Pagos_REG;;;;;FrontEnd;;;;;;REG;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;8092;;12/12/2025;
660;OtrosApp;Gmg.SuiteGestionesDinamicas;Gmg.SuiteGestionesDinamicas_;;;;;FrontEnd;;;;;;;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;8091;;12/12/2025;
661;OtrosApp;Gmg.SuiteGestionesDinamicas.Site;Gmg.SuiteGestionesDinamicas.Site_;;;;;FrontEnd;;;;;;;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;8089;;12/12/2025;
630;OtrosApp;GMG.Segment.Service;GMG.Segment.Service_REG;GMG-Segment_App;;;V-REL_APP-Segment-Service-PRD;Backend;;;;Rest API;Core 3.1;REG;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;1029;;12/12/2025;
662;OtrosApp;GMG.Survey.Service;GMG.Survey.Service_REG;GMG-Survey_App;;;V-REL_APP-Survey-Service-PRD;Backend;;;;Rest API;Core 3.1;REG;;172.16.20.25|172.16.20.26;REG01WS028|REG01WS033;;172.16.20.24;1028;;12/12/2025;
172;Por_Definir;Gmg.Empleado.Service;Gmg.Empleado.Service_;GMG-Empleado_APP;;;;Backend;;;;;;;;10.1.2.113|10.1.2.114;REG01WS029|REG01WS030;; 10.1.2.112;8097;;12/12/2025;
19;Por_Definir;Gmg.AC.Service.Core.Catalogos;Gmg.AC.Service.Core.Catalogos_;;;;;Backend;;;;;;;;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;81;;12/12/2025;
20;FastTrack;Gmg.AC.Service.Core.Cliente;Gmg.AC.Service.Core.Cliente_REG;GMG-AC-Service.Core.Cliente_APP;;;NA;Backend;;;;Rest API;Core 2.1;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;82;1;12/12/2025;
21;FastTrack;Gmg.AC.Service.Core.Solicitud;Gmg.AC.Service.Core.Solicitud_REG;GMG-AC-Service.Core.Solicitud_APP;;;V-REL_APP-AC-Solicitud_PRD;Backend;;;;Rest API;Core 2.1;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;83;1;12/12/2025;
64;FastTrack;Gmg.Blaze.Consulta;Gmg.Blaze.Consulta_;;;;;Backend;;;;;;;;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;8094;;12/12/2025;
73;FastTrack;Gmg.BuroRegional.Core.Service;Gmg.BuroRegional.Core.Service_REG;GMG-BuroRegional-Core_APP;;;V-REL_APP-BUROREGIONAL-Service-PRD;Backend;;;;Rest API;Core 2.1;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;8093;1;12/12/2025;
122;FastTrack;Gmg.Comparison.Service;Gmg.Comparison.Service_REG;Gmg-Preanalisis-Core_APP;;;App_PreAnalisis_Regional - PRD;Backend;;;;Rest API;Core 2.1;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;8091;1;12/12/2025;
196;FastTrack;Gmg.FastTrack.Autogestion.Service;Gmg.FastTrack.Autogestion.Service_;GMG-FastTrackAutogestion-Service_App;;;;Backend;;;;;;;;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;; 10.1.3.18;8095;;12/12/2025;
197;FastTrack;Gmg.FastTrack.Autogestion.Service;Gmg.FastTrack.Autogestion.Service_;GMG-FastTrack-AutoGestionService-HND_APP;;;;Backend;;;;;;;;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;; 10.1.3.18;8096;;12/12/2025;
215;FastTrack;Gmg.FastTrack.Micro.Services;Gmg.FastTrack.Micro.Services_REG;GMG-FasttrackFrontEnd_APP;;;REL_APP-FastTrack-Microservice-PRD;Backend;;;;Rest API;Core 3.1;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;80|1000|85|443;2;12/12/2025;
392;Por_Definir;Gmg.MVC.Mantenimiento;Gmg.MVC.Mantenimiento_;;;;;Backend;;;;;;;;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;8054;;12/12/2025;
424;FastTrack;Gmg.PreanalisisReg.Service;Gmg.PreanalisisReg.Service_REG;Gmg-Preanalisis-Core_APP;;;App_PreAnalisis_Regional - PRD;Backend;;;;Rest API;Core 2.1;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;8091;1;12/12/2025;
427;OtrosApp;Gmg.Prospectacion.Admin.Service;Gmg.Prospectacion.Admin.Service_REG;GMG-ProspectacionAdministracion_APP;;;V-REL_APP-PROSPECTACION-Administracion-PRD;Backend;;;;Rest API;Core 3.1;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;172.16.20.144;;8560;;12/12/2025;
429;OtrosApp;Gmg.Prospectacion.Service ;Gmg.Prospectacion.Service _REG;GMG-Prospectacion_APP;;;V-REL_APP-PROSPECTACION-Service-PRD;Backend;;;;Rest API;Core 3.1;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;172.16.20.144;10.1.3.18;8556;;12/12/2025;
531;Por_Definir2;Gmg.RuleEngine.Service.Core.Catalogos;Gmg.RuleEngine.Service.Core.Catalogos_;;;;;Backend;;;;;;;;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;8558;;12/12/2025;
532;Por_Definir2;Gmg.RuleEngine.Service.Core.Parametrizacion;Gmg.RuleEngine.Service.Core.Parametrizacion_;0;;;;Backend;;;;;;;;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;; 10.1.3.18;8557;;12/12/2025;
688;OtrosApp;Gmg.ValidaContacto.Service;Gmg.ValidaContacto.Service_REG;GMG-ValidaContacto_APP;;;On Premise V-REL_APP-ValidaContacto-Service_PRD;Backend;;;;Rest Api;Net6;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;8063;;12/12/2025;
689;Por_Definir3;Gmg.VisitasWIFI.Service;Gmg.VisitasWIFI.Service_REG;;;;;Backend;;;;;;REG;;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;8559;;12/12/2025;
648;OtrosApp;Gmg.Service.VentaColaboradores;Gmg.Service.VentaColaboradores_REG;GMG-ControlVentas_APP;;;V-REL_APP-VentaColaboradores_PRD-REG;Backend;;;;Rest API;Core 3.1;REG;Vlan2;10.1.3.19|10.1.3.20;REG01WS031|REG01WS032;;10.1.3.18;84;;12/12/2025;
349;Seguridad_Reg;Gmg.IdentityProvider.Service;Gmg.IdentityProvider.Service_;;;;;Backend;;;;;;;;10.1.0.67|10.1.10.27;REG01WS034|REG01WS035;;10.1.1.240;1007;;12/12/2025;
628;Por_Definir2;Gmg.SAR.SecurityService;Gmg.SAR.SecurityService_;;;;;Backend;;;;;;;;10.1.0.67|10.1.10.27;REG01WS034|REG01WS035;;10.1.1.240;1006;;12/12/2025;
268;MongePay;Gmg.GalloPay.Recaudo;Gmg.GalloPay.Recaudo_HND;GMG-GalloPay-Recaudo_APP;;;;Backend;;;;Rest API;Net6;HND;VLan2;10.1.2.181 |10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;;;12/12/2025;
247;MongePay;Gmg.FlexiCuotas.Recaudo_SLV;Gmg.FlexiCuotas.Recaudo_SLV_SLV;;;;;Backend;;;;;;SLV;;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8098;;12/12/2025;
248;MongePay;Gmg.FlexiCuotas.Solicitud_SLV;Gmg.FlexiCuotas.Solicitud_SLV_SLV;;;;;Backend;;;;;;SLV;;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8095;;12/12/2025;
255;MongePay;Gmg.FlexiPagos.Recaudo;Gmg.FlexiPagos.Recaudo_HND;GMG-FlexiPagos-Recaudo-HND_APP;;;V-REL_APP-FlexiPagos-Recaudo-HND-PRD;Backend;;;;Rest API;Net6;HND;VLan2;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8097;;12/12/2025;
256;MongePay;Gmg.FlexiPagos.Recaudo;Gmg.FlexiPagos.Recaudo_NIC;;;;;Backend;;;;;;NIC;;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8093;;12/12/2025;
257;MongePay;Gmg.FlexiPagos.Solicitud;Gmg.FlexiPagos.Solicitud_HND;GMG-FlexiPagos-Solicitud-HND_APP;;;V-REL_APP-FlexiPagos-Solicitud-HND-PRD;Backend;;;;Rest API;Net6;HND;VLan2;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8096;;12/12/2025;
258;MongePay;Gmg.FlexiPagos.Solicitud;Gmg.FlexiPagos.Solicitud_NIC;;;;;Backend;;;;;;NIC;;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8092;;12/12/2025;
266;MongePay;Gmg.GalloPay.Solicitud;Gmg.GalloPay.Solicitud_HND;GMG-GalloPay-Solicitud_APP;;;V-REL_APP-GalloPay-Solicitud-PRD;Backend;;;;Rest API;Net6;HND;VLan2;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8090;;12/12/2025;
267;MongePay;Gmg.GalloPay.Solicitud;Gmg.GalloPay.Solicitud_NIC;;;;;Backend;;;;;;NIC;;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8091;;12/12/2025;
386;MongePay;Gmg.MongePay.Recaudo;Gmg.MongePay.Recaudo_CRI;GMG-MongePay-Recaudo_APP;Gmg.Middleware.Cliente.Service| Gmg.Genesys.Services.Cliente;;V-REL_APP-MongePay-Recaudo-PRD;Backend;;;;Rest API;Core 3.1;CRI;VLan2;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8088;;12/12/2025;
387;MongePay;Gmg.MongePay.Recaudo;Gmg.MongePay.Recaudo_NIC;GMG-MongePay-Recaudo-NIC_APP;;;V-REL_APP-MongePay-Recaudo-NIC-PRD;Backend;;;;Rest API;Net6;NIC;VLan2;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8111;;12/12/2025;
389;MongePay;Gmg.MongePay.Solicitud;Gmg.MongePay.Solicitud_CRI;GMG-MongePay-Solicitud_APP;;;V-REL_APP-MongePay-Solicitud-PRD;Backend;;;;Rest API;Core 3.1;CRI;VLan2;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8087;;12/12/2025;
390;MongePay;Gmg.MongePay.Solicitud;Gmg.MongePay.Solicitud_NIC;GMG-MongePay-Solicitud-NIC_APP;;;V-REL_APP-MongePay-Solicitud-NIC-PRD;Backend;;;;Rest API;Net6;NIC;VLan2;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8110;;12/12/2025;
658;Por_Definir3;Gmg.Soporte.Mmt.FrontEnd;Gmg.Soporte.Mmt.FrontEnd_REG;;;;;Backend;;;;;;REG;;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8089;;12/12/2025;
697;MongePay;Gmg.ZonaMongePay.Frontend;Gmg.ZonaMongePay.Frontend_; GMG-ZonaMongePay-Frontend-CRI_APP;;;;Backend;;;;;;;;10.1.2.181|10.1.2.182;REG01WS036|REG01WS037;;10.1.2.180;8094;;12/12/2025;
663;Por_Definir3;Gmg.TarjetaMonge.Consulta;Gmg.TarjetaMonge.Consulta_REG;GMG-TarjetaMonge-Consulta-CRI_APP;;;;Backend;;;;;;REG;;10.1.0.130|10.1.0.131;REG01WS039|REG01WS040;; 10.1.0.132;8092;;12/12/2025;
664;Por_Definir3;Gmg.TarjetaMonge.Consulta;Gmg.TarjetaMonge.Consulta_CRI;GMG-TarjetaMonge-Consulta-CRI_APP;;;;Backend;;;;;;CRI;;10.1.0.130|10.1.0.131;REG01WS039|REG01WS040;; 10.1.0.132;9092;;12/12/2025;
669;Por_Definir3;Gmg.TarjetaMonge.Transaccion;Gmg.TarjetaMonge.Transaccion_CRI;GMG-TarjetaMonge-Transaccion-CRI_APP;;;;Backend;;;;;;CRI;;10.1.0.130|10.1.0.131;REG01WS039|REG01WS040;; 10.1.0.132;9091;;12/12/2025;
670;Por_Definir3;Gmg.TarjetaMonge.Transaccion;Gmg.TarjetaMonge.Transaccion_HND;GMG-TarjetaMonge-Transaccion-HND_APP;;;;Backend;;;;;;HND;;10.1.0.130|10.1.0.131;REG01WS039|REG01WS040;; 10.1.0.132;8091;;12/12/2025;
133;Por_Definir;Gmg.ContactabilidadDWH.Service;Gmg.ContactabilidadDWH.Service_;;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;8064;;12/12/2025;
141;Por_Definir;Gmg.CP.CM.Flujos.Emulador.Web;Gmg.CP.CM.Flujos.Emulador.Web_;GMG-CP.CM.Flujos.Emulador_APP;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;9595;;12/12/2025;
142;Por_Definir;Gmg.CP.CM.Flujos.RTC;Gmg.CP.CM.Flujos.RTC_;GMG-CP.CM.Flujos.Emulador_APP;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;96;;12/12/2025;
143;Por_Definir;Gmg.CP.CM.Flujos.Service;Gmg.CP.CM.Flujos.Service_;GMG-CP.CM-Flujos_APP;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;94;;12/12/2025;
149;Por_Definir;GMG.CP.CM.Middleware;GMG.CP.CM.Middleware_;GMG-CP.CM.Middleware_APP;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;; 10.1.1.235;82;;12/12/2025;
150;Por_Definir;GMG.CP.CM.Middleware.Worker.MensajeShortUrl;GMG.CP.CM.Middleware.Worker.MensajeShortUrl_;;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;89;;12/12/2025;
151;Por_Definir;GMG.CP.CM.Middleware.Worker.Recibir;GMG.CP.CM.Middleware.Worker.Recibir_;;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;83;;12/12/2025;
153;Por_Definir;GMG.CP.CM.Worker.CargaMensaje;GMG.CP.CM.Worker.CargaMensaje_;;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;88;;12/12/2025;
154;Por_Definir;GMG.CP.CM.Worker.EnviaMensaje;GMG.CP.CM.Worker.EnviaMensaje_;GMG.CP.CM.Worker_EnviaMensaje_APP;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;84;;12/12/2025;
155;Por_Definir;GMG.CP.CM.Worker.NotificarStatus;GMG.CP.CM.Worker.NotificarStatus_;;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;86;;12/12/2025;
394;Por_Definir;Gmg.Notificacion.Administracion.FrontEnd;Gmg.Notificacion.Administracion.FrontEnd_;;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;90;;12/12/2025;
395;Por_Definir;Gmg.Notificacion.Service;Gmg.Notificacion.Service_;;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;92;;12/12/2025;
396;Por_Definir;Gmg.NotificacionCatalogo.Service;Gmg.NotificacionCatalogo.Service_;;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;93;;12/12/2025;
735;Inteligencia_Artificial;Gmg.CP.CM.AgentesIA.Service;Gmg.CP.CM.AgentesIA.Service_;GMG-CP.CM-AgentesIA_APP;;;;Backend;;;;;;;;10.1.1.236|10.1.10.30;REG01WS041|REG01WS042;;10.1.1.235;7110;;30/12/2025;Jose Quirós
4;Inteligencia_Artificial;Carga.Asistente.Documentos;Carga.Asistente.Documentos_REG;GMG-AI_Asistente_Documentos_APP;;;D:\Sitios\Gmg.AI.Asistente.Documentos;Backend;;;;;;REG;;10.1.3.6|10.1.3.7;REG01WS044|REG01WS045;;;;;12/12/2025;
30;Inteligencia_Artificial;GMG.AI.Asistente.App;GMG.AI.Asistente.App_;GMG-AI_Asistente_APP;;;;Backend;;;;;;;;10.1.3.6|10.1.3.7;REG01WS044|REG01WS045;;10.1.3.5;7091;;12/12/2025;
31;Inteligencia_Artificial;Gmg.AI.Asistente.Documento.Service;Gmg.AI.Asistente.Documento.Service_;;;;;Backend;;;;;;;;10.1.3.6|10.1.3.7;REG01WS044|REG01WS045;;10.1.3.5;7093;;12/12/2025;
36;Inteligencia_Artificial;Gmg.AI.AsistenteCurriculum.Service;Gmg.AI.AsistenteCurriculum.Service_;GMG-AI_AsistenteCurriculum_APP;;;;Backend;;;;;;;;10.1.3.6|10.1.3.7;REG01WS044|REG01WS045;; 10.1.3.5;7092;;15/12/2025;Jose Quirós
43;Inteligencia_Artificial;Gmg.AI.AsistenteSac.TarjetaMonge.Service;Gmg.AI.AsistenteSac.TarjetaMonge.Service_;;;;;Backend;;;;;;;;10.1.3.6|10.1.3.7;REG01WS044|REG01WS045;;10.1.3.5;7096;;12/12/2025;
168;Por_Definir;GMG.Email.Service;GMG.Email.Service_SLV;;;;;Backend;;;;;;SLV;;10.1.1.41|10.1.1.42;SLV01AP007|SLV01AP008;;10.1.1.40;80| 443;;12/12/2025;
521;Por_Definir2;GMG.Report.WsFacade;GMG.Report.WsFacade_SLV;;;;;Backend;;;;;;SLV;;10.1.1.41|10.1.1.42;SLV01AP007|SLV01AP008;;10.1.1.40;80| 443;;12/12/2025;
70;FastTrack_SLV;Gmg.BuroRegional.Core.Service_SLV;Gmg.BuroRegional.Core.Service_SLV_SLV;GMG-Buro-Service-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;81;;15/12/2025;Michell Bonilla
119;FastTrack_SLV;Gmg.Comparison.Service;Gmg.Comparison.Service_SLV;GMG-Face-ComparisonService-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;85;;12/12/2025;
129;FastTrack_SLV;Gmg.ConsultaServiceBlaze.Service;Gmg.ConsultaServiceBlaze.Service_SLV;GMG-Blaze-ConsultaBlaze-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;82;;12/12/2025;
